numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga
15801866;26/07/2015 21:13;15/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060937056.00;0080035869.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15836790;27/07/2015 10:03;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061187973.00;0079315551.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15836893;27/07/2015 11:56;16/10/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061282375.00;0080540225.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15845931;27/07/2015 13:05;16/10/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15846018;27/07/2015 09:39;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061063697.00;0079955279.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15862233;27/07/2015 14:52;16/10/2015 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061081562.00;0079652343.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15865070;26/07/2015 16:45;16/10/2015 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15877006;27/07/2015 16:13;16/10/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060696970.00;0079765215.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15877272;27/07/2015 18:19;16/10/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060027893.00;0078911128.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15877692;27/07/2015 18:09;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061218262.00;0080178625.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15880081;27/07/2015 16:31;16/10/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061112718.00;0080114328.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15880630;27/07/2015 18:42;16/10/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061275954.00;0080651725.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15882024;27/07/2015 18:46;16/10/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061101669.00;0080185503.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15882808;27/07/2015 18:48;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060751864.00;0080815322.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15882864;27/07/2015 18:28;16/10/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060646052.00;0079614906.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15888112;27/07/2015 21:29;16/10/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061234726.00;0080314123.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15889013;27/07/2015 22:14;16/10/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061227591.00;0080288433.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15895863;27/07/2015 22:58;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060740307.00;0079084236.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15902895;28/07/2015 09:05;16/10/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060384616.00;0079976422.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15905137;28/07/2015 07:06;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060791168.00;0079463595.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15908485;28/07/2015 08:43;16/10/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060675440.00;0079596024.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15909148;28/07/2015 09:34;16/10/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061084284.00;0079752996.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15912797;28/07/2015 09:25;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060880665.00;0079827045.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15913540;28/07/2015 07:15;16/10/2015 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061288354.00;0079602516.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15916271;13/07/2015 08:20;16/10/2015 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA CIVIL  ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15926487;28/07/2015 13:15;16/10/2015 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061150827.00;0079720776.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15928787;28/07/2015 11:15;16/10/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0060990901.00;0079252000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15884521;27/07/2015 17:30;16/10/2015 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060475740.00;0079529767.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15893613;27/07/2015 23:00;16/10/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
15832660;27/07/2015 08:20;16/10/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061583027.00;0080465417.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21685093;08/10/2015 13:46;16/11/2015 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21682481;08/10/2015 15:50;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA CIVIL  ;NÃO INFORMADO;0;0060474594.00;0080000268.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21679629;08/10/2015 14:43;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060788959.00;0079397906.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21678204;08/10/2015 14:29;16/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21674340;08/10/2015 11:38;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060764216.00;0080622651.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21674040;08/10/2015 13:40;16/11/2015 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061195049.00;0079637999.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21673020;08/10/2015 12:59;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060244443.00;0079060147.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21674338;08/10/2015 13:32;16/11/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061266295.00;0079609830.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21726590;09/10/2015 07:03;16/11/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061324786.00;0080059656.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21726940;09/10/2015 07:36;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061387729.00;0079838433.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21729132;09/10/2015 08:36;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061036595.00;0079872853.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21729747;09/10/2015 06:58;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060626617.00;0079314901.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
22087834;07/10/2015 11:30;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061204213.00;0079320389.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21818260;08/10/2015 20:20;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA CIVIL  ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21812683;07/10/2015 11:39;16/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060527437.00;0079777672.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21745815;09/10/2015 10:26;16/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061028596.00;0080632577.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21743738;09/10/2015 10:18;16/11/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061120160.00;0079743518.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21743647;09/10/2015 07:06;16/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21882365;11/10/2015 13:17;16/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061282375.00;0080540225.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21308038;04/10/2015 06:19;13/11/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;CORPO DE BOMBEI;NÃO INFORMADO;0;0060915823.00;0079945021.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21312290;04/10/2015 07:42;13/11/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060821841.00;0080034370.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21317026;04/10/2015 08:30;13/11/2015 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA CIVIL  ;NÃO INFORMADO;0;0060597327.00;0079781100.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21318741;04/10/2015 12:16;13/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21320320;04/10/2015 11:53;13/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060793692.00;0081045339.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21325850;04/10/2015 12:14;13/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061231899.00;0080244004.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21703030;08/10/2015 20:03;13/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060539418.00;0080649397.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21704496;08/10/2015 19:48;13/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21708648;08/10/2015 21:07;13/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060784046.00;0080982846.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21713716;08/10/2015 23:33;13/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060434629.00;0079896932.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
21720759;09/10/2015 05:43;13/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061201268.00;0079299118.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20168316;20/09/2015 05:28;06/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061395891.00;0080598515.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20173438;20/09/2015 07:01;06/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060814200.00;0080021128.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20174291;20/09/2015 08:58;06/11/2015 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061499017.00;0080362470.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20175452;20/09/2015 11:56;06/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0061010299.00;0079963120.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20176717;20/09/2015 10:04;06/11/2015 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060428755.00;0080435305.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20184137;20/09/2015 16:16;06/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061225124.00;0080540435.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20389853;22/09/2015 19:39;06/11/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060156958.00;0078716487.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20140607;19/09/2015 20:19;06/11/2015 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060528927.00;0078949379.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
19755065;15/09/2015 08:14;05/11/2015 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060024438.00;0078961332.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
19814641;15/09/2015 17:59;05/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0061054443.00;0080358179.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
19795420;15/09/2015 12:36;05/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061166078.00;0080122119.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
20155633;19/09/2015 23:59;06/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060821703.00;0079590962.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
22915091;24/10/2015 13:32;24/11/2015 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060788356.00;0079717856.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
22917153;24/10/2015 11:29;24/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060612501.00;0079297799.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
22922667;22/10/2015 20:30;24/11/2015 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060849665.00;0080476857.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
